machine_id,timestamp,scenario,engine_rpm,engine_temperature_c,hydraulic_pressure_bar,fuel_consumption_lph,fuel_level_percent,load_percentage,idle_time_minutes,machine_speed_kmh,seatbelt_fastened,operator_present,ambient_temperature_c,humidity_percent,machine_health_score,anomaly_label,refueled
CAT-SIM-EXC-001,2026-01-02 22:42:00,NORMAL,1957.28,80.4,260.2,9.01,45.34,60.08,1.04,2.12,1,1,28.7,61.1,100.0,0,0
CAT-SIM-EXC-001,2026-01-02 22:43:00,NORMAL,1850.83,80.45,255.33,8.7,45.3,55.51,0.23,5.24,1,1,28.11,67.46,99.07,0,0
CAT-SIM-EXC-001,2026-01-02 22:44:00,NORMAL,1850.47,81.08,262.59,9.28,45.26,60.97,2.46,3.08,1,1,26.87,54.26,99.97,0,0
CAT-SIM-EXC-001,2026-01-02 22:45:00,NORMAL,1895.77,81.31,250.14,8.19,45.25,49.94,1.53,2.8,1,1,28.82,72.45,99.99,0,0
CAT-SIM-EXC-001,2026-01-02 22:46:00,NORMAL,1914.49,81.96,272.56,9.17,45.22,61.08,0.15,4.51,1,1,28.36,45.56,100.0,0,0
CAT-SIM-EXC-001,2026-01-02 22:47:00,NORMAL,1893.77,81.97,261.35,9.58,45.19,67.68,0.29,3.2,1,1,26.74,62.65,100.0,0,0
CAT-SIM-EXC-001,2026-01-02 22:48:00,NORMAL,1841.68,80.85,241.07,7.76,45.18,42.12,1.7,3.01,1,1,27.65,67.45,99.73,0,0
CAT-SIM-EXC-001,2026-01-02 22:49:00,NORMAL,1802.25,80.14,257.11,7.78,45.17,43.04,2.42,4.7,1,1,28.22,72.4,99.87,0,0
CAT-SIM-EXC-001,2026-01-02 22:50:00,NORMAL,1781.26,78.78,236.61,6.99,45.16,35.11,0.26,4.43,1,1,28.41,69.84,97.31,0,0
CAT-SIM-EXC-001,2026-01-02 22:51:00,NORMAL,1923.51,79.25,261.85,8.32,45.13,49.01,0.85,1.45,1,1,28.86,79.92,99.61,0,0
CAT-SIM-EXC-001,2026-01-02 22:52:00,NORMAL,1755.76,78.61,253.96,8.76,45.11,54.17,12.34,2.69,1,1,28.21,46.82,100.0,0,0
CAT-SIM-EXC-001,2026-01-02 22:53:00,NORMAL,1754.79,78.38,245.1,6.88,45.09,37.11,0.52,7.13,1,1,27.05,67.07,100.0,0,0
CAT-SIM-EXC-001,2026-01-02 22:54:00,NORMAL,1858.44,78.32,249.24,7.65,45.07,40.55,12.22,0.34,1,1,27.64,48.26,100.0,0,0
CAT-SIM-EXC-001,2026-01-02 22:55:00,NORMAL,1909.2,78.77,268.74,7.97,45.06,45.47,1.66,2.62,1,1,29.42,66.8,100.0,0,0
CAT-SIM-EXC-001,2026-01-02 22:56:00,NORMAL,1763.76,78.39,242.68,7.28,45.03,33.6,0.3,7.46,1,1,29.29,50.35,100.0,0,0
CAT-SIM-EXC-001,2026-01-02 22:57:00,NORMAL,1956.81,79.46,271.93,9.7,45.01,67.95,4.67,5.73,1,1,29.24,78.95,99.96,0,0
CAT-SIM-EXC-001,2026-01-02 22:58:00,NORMAL,1883.67,79.77,277.02,8.89,44.98,55.22,3.38,3.05,1,1,28.53,51.44,100.0,0,0
CAT-SIM-EXC-001,2026-01-02 22:59:00,NORMAL,1869.78,80.37,253.85,8.89,44.98,55.94,0.79,4.19,1,1,30.73,54.06,100.0,0,0
CAT-SIM-EXC-001,2026-01-02 23:00:00,NORMAL,1923.01,80.99,274.55,9.51,44.95,66.08,5.06,1.91,1,1,28.63,69.39,99.52,0,0
CAT-SIM-EXC-001,2026-01-02 23:01:00,NORMAL,1786.37,80.11,251.25,7.37,44.93,40.63,2.73,4.68,1,1,30.38,74.06,99.1,0,0
CAT-SIM-EXC-001,2026-01-02 23:02:00,NORMAL,1779.45,80.33,263.49,8.52,44.91,52.84,4.62,1.47,1,1,30.72,47.87,99.88,0,0
CAT-SIM-EXC-001,2026-01-02 23:03:00,NORMAL,1973.65,80.77,266.45,9.6,44.87,68.83,1.9,6.64,1,1,28.78,55.25,98.55,0,0
CAT-SIM-EXC-001,2026-01-02 23:04:00,NORMAL,1941.48,81.91,248.0,9.65,44.84,62.93,0.06,6.36,1,1,28.43,49.62,100.0,0,0
CAT-SIM-EXC-001,2026-01-02 23:05:00,NORMAL,1918.17,82.12,277.31,9.94,44.81,67.54,3.39,6.49,1,1,27.92,45.47,100.0,0,0
CAT-SIM-EXC-001,2026-01-02 23:06:00,NORMAL,1943.41,81.08,244.0,8.31,44.8,46.78,1.26,5.89,1,1,30.14,82.52,99.49,0,0
CAT-SIM-EXC-001,2026-01-02 23:07:00,NORMAL,1914.71,81.66,260.31,9.91,44.77,68.66,6.3,0.55,1,1,27.59,56.87,99.41,0,0
CAT-SIM-EXC-001,2026-01-02 23:08:00,NORMAL,1930.44,82.15,256.79,9.95,44.75,68.65,0.59,3.83,1,1,29.26,50.89,98.76,0,0
CAT-SIM-EXC-001,2026-01-02 23:09:00,NORMAL,1858.28,81.07,234.99,8.24,44.72,40.61,4.51,1.05,1,1,30.84,48.56,100.0,0,0
CAT-SIM-EXC-001,2026-01-02 23:10:00,NORMAL,1810.59,80.36,254.85,7.45,44.7,38.93,2.97,3.34,1,1,29.83,71.05,97.89,0,0
CAT-SIM-EXC-001,2026-01-02 23:11:00,NORMAL,1948.32,80.23,271.15,9.48,44.69,64.87,0.37,0.74,1,1,29.49,79.57,100.0,0,0
CAT-SIM-EXC-001,2026-01-02 23:12:00,NORMAL,1812.9,80.56,258.26,8.29,44.65,51.33,2.16,7.94,1,1,29.55,84.82,99.52,0,0
CAT-SIM-EXC-001,2026-01-02 23:13:00,NORMAL,1960.95,81.4,264.22,9.85,44.62,69.56,1.89,7.85,1,1,29.03,74.12,100.0,0,0
CAT-SIM-EXC-001,2026-01-02 23:14:00,NORMAL,1728.51,80.89,245.72,7.83,44.58,42.46,6.52,3.32,1,1,26.91,80.69,99.87,0,0
CAT-SIM-EXC-001,2026-01-02 23:15:00,NORMAL,1857.47,80.09,267.35,8.33,44.55,47.73,1.2,1.37,1,1,29.53,52.43,98.81,0,0
CAT-SIM-EXC-001,2026-01-02 23:16:00,NORMAL,1744.29,79.01,235.47,6.9,44.53,30.22,4.03,5.45,1,1,28.83,49.09,100.0,0,0
CAT-SIM-EXC-001,2026-01-02 23:17:00,NORMAL,1764.02,77.89,254.51,7.26,44.52,38.9,5.7,6.26,1,1,30.4,77.94,100.0,0,0
CAT-SIM-EXC-001,2026-01-02 23:18:00,NORMAL,1849.02,78.84,276.45,8.84,44.5,57.54,10.39,2.12,1,1,26.88,69.33,100.0,0,0
CAT-SIM-EXC-001,2026-01-02 23:19:00,NORMAL,1824.93,78.41,242.32,7.06,44.49,32.15,5.93,1.64,1,1,29.13,82.78,100.0,0,0
CAT-SIM-EXC-001,2026-01-02 23:20:00,NORMAL,1734.31,77.38,244.81,6.56,44.5,30.05,1.19,7.82,1,1,29.45,83.06,100.0,0,0
CAT-SIM-EXC-001,2026-01-02 23:21:00,NORMAL,1914.37,78.03,257.65,8.94,44.5,58.55,7.56,2.12,1,1,30.19,60.79,100.0,0,0
CAT-SIM-EXC-001,2026-01-02 23:22:00,NORMAL,1921.3,79.47,261.07,9.32,44.48,63.66,2.46,3.52,1,1,28.24,48.79,100.0,0,0
CAT-SIM-EXC-001,2026-01-02 23:23:00,NORMAL,1947.95,79.96,262.15,9.43,44.45,64.14,5.33,0.55,1,1,28.36,82.62,99.6,0,0
CAT-SIM-EXC-001,2026-01-02 23:24:00,NORMAL,1709.73,79.55,250.55,7.35,44.43,38.56,5.96,1.53,1,1,30.06,69.33,98.61,0,0
CAT-SIM-EXC-001,2026-01-02 23:25:00,NORMAL,1882.1,79.37,265.76,8.13,44.42,47.29,5.35,3.55,1,1,29.49,63.82,99.42,0,0
CAT-SIM-EXC-001,2026-01-02 23:26:00,NORMAL,1857.88,81.05,264.75,9.57,44.39,64.98,1.04,7.81,1,1,28.87,80.4,99.15,0,0
CAT-SIM-EXC-001,2026-01-02 23:27:00,NORMAL,1899.55,81.71,274.77,9.31,44.37,65.78,2.34,6.53,1,1,30.31,82.24,100.0,0,0
CAT-SIM-EXC-001,2026-01-02 23:28:00,NORMAL,1780.14,80.5,251.56,8.04,44.34,43.25,4.76,3.23,1,1,28.71,84.06,98.55,0,0
CAT-SIM-EXC-001,2026-01-02 23:29:00,NORMAL,1953.92,81.77,277.71,9.65,44.33,68.79,1.2,0.98,1,1,27.63,55.97,98.88,0,0
CAT-SIM-EXC-001,2026-01-02 23:30:00,NORMAL,1825.48,81.14,257.07,7.54,44.32,38.87,1.93,5.98,1,1,30.35,82.76,99.29,0,0
CAT-SIM-EXC-001,2026-01-02 23:31:00,NORMAL,1861.08,80.27,230.34,7.48,44.29,34.29,2.88,4.16,1,1,29.52,59.01,99.82,0,0
CAT-SIM-EXC-001,2026-01-02 23:32:00,NORMAL,1900.67,80.59,258.85,8.58,44.25,53.57,4.48,0.04,1,1,29.65,80.23,100.0,0,0
CAT-SIM-EXC-001,2026-01-02 23:33:00,NORMAL,1840.92,79.87,257.58,7.76,44.22,42.48,0.48,6.03,1,1,30.21,59.5,99.4,0,0
CAT-SIM-EXC-001,2026-01-02 23:34:00,NORMAL,1858.58,79.89,251.38,8.53,44.18,52.32,2.2,4.08,1,1,30.14,57.12,99.52,0,0
CAT-SIM-EXC-001,2026-01-02 23:35:00,NORMAL,1805.36,79.35,252.61,7.63,44.15,38.06,13.52,4.03,1,1,30.48,63.38,98.32,0,0
CAT-SIM-EXC-001,2026-01-02 23:36:00,NORMAL,1932.41,80.91,281.73,9.76,44.13,68.24,2.16,6.16,1,1,29.3,84.49,100.0,0,0
CAT-SIM-EXC-001,2026-01-02 23:37:00,NORMAL,2004.17,81.19,272.82,9.12,44.11,57.49,2.91,4.5,1,1,28.93,79.97,99.44,0,0
CAT-SIM-EXC-001,2026-01-02 23:38:00,NORMAL,1805.6,81.72,252.2,8.68,44.07,54.05,1.0,5.09,1,1,29.83,66.98,100.0,0,0
CAT-SIM-EXC-001,2026-01-02 23:39:00,NORMAL,1971.12,82.54,257.32,9.56,44.05,65.98,4.15,0.31,1,1,30.36,52.44,100.0,0,0
CAT-SIM-EXC-001,2026-01-02 23:40:00,NORMAL,1887.95,82.22,256.95,8.53,44.02,48.1,2.84,0.37,1,1,29.45,65.0,100.0,0,0
CAT-SIM-EXC-001,2026-01-02 23:41:00,NORMAL,1907.64,81.79,266.24,9.46,43.99,62.14,1.57,4.14,1,1,29.25,80.78,99.79,0,0
CAT-SIM-EXC-001,2026-01-02 23:42:00,NORMAL,1818.96,81.03,259.2,8.89,43.95,55.64,4.56,0.41,1,1,27.88,77.49,100.0,0,0
CAT-SIM-EXC-001,2026-01-02 23:43:00,NORMAL,1698.99,79.88,239.4,7.12,43.95,30.98,1.53,0.41,1,1,30.62,66.58,100.0,0,0
CAT-SIM-EXC-001,2026-01-02 23:44:00,NORMAL,1825.49,79.99,265.43,8.18,43.92,50.41,0.05,4.21,1,1,29.3,56.21,100.0,0,0
CAT-SIM-EXC-001,2026-01-02 23:45:00,NORMAL,1951.96,79.94,270.44,9.62,43.89,65.42,2.01,6.55,1,1,29.54,62.42,100.0,0,0
CAT-SIM-EXC-001,2026-01-02 23:46:00,NORMAL,1775.45,78.9,245.45,7.4,43.87,36.91,0.31,2.18,1,1,30.97,82.08,99.55,0,0
CAT-SIM-EXC-001,2026-01-02 23:47:00,NORMAL,1783.93,79.16,240.9,7.5,43.85,40.65,0.88,6.73,1,1,28.19,63.75,99.6,0,0
CAT-SIM-EXC-001,2026-01-02 23:48:00,NORMAL,1910.24,80.59,258.39,9.09,43.83,60.29,0.57,3.94,1,1,29.23,67.51,100.0,0,0
CAT-SIM-EXC-001,2026-01-02 23:49:00,NORMAL,1972.96,80.98,262.03,9.73,43.8,66.07,8.28,6.37,1,1,29.09,68.98,99.26,0,0
CAT-SIM-EXC-001,2026-01-02 23:50:00,NORMAL,1854.69,80.57,252.64,7.71,43.76,41.74,0.66,0.91,1,1,30.43,70.26,99.79,0,0
CAT-SIM-EXC-001,2026-01-02 23:51:00,NORMAL,1887.99,81.34,242.64,8.7,43.77,52.37,0.11,3.22,1,1,30.55,78.7,99.05,0,0
CAT-SIM-EXC-001,2026-01-02 23:52:00,NORMAL,1979.7,81.87,266.41,9.34,43.74,62.75,0.83,1.11,1,1,29.37,55.54,100.0,0,0
CAT-SIM-EXC-001,2026-01-02 23:53:00,NORMAL,1826.57,81.82,253.2,8.43,43.71,49.27,0.06,5.55,1,1,31.07,56.74,100.0,0,0
CAT-SIM-EXC-001,2026-01-02 23:54:00,NORMAL,1909.81,82.46,253.15,9.33,43.67,60.82,0.98,0.39,1,1,29.77,78.99,98.74,0,0
CAT-SIM-EXC-001,2026-01-02 23:55:00,NORMAL,1936.49,82.36,262.67,9.08,43.64,56.97,3.64,5.15,1,1,30.31,60.79,99.6,0,0
CAT-SIM-EXC-001,2026-01-02 23:56:00,NORMAL,1917.53,82.71,252.85,8.61,43.62,54.9,5.74,1.31,1,1,31.17,78.11,99.37,0,0
CAT-SIM-EXC-001,2026-01-02 23:57:00,NORMAL,1929.44,83.32,254.67,9.72,43.58,67.87,2.26,4.32,1,1,29.4,74.06,100.0,0,0
CAT-SIM-EXC-001,2026-01-02 23:58:00,NORMAL,1784.56,81.75,244.28,7.24,43.58,37.72,2.34,1.27,1,1,29.72,50.13,99.94,0,0
CAT-SIM-EXC-001,2026-01-02 23:59:00,NORMAL,1917.58,82.11,276.98,9.9,43.56,68.13,2.97,1.64,1,1,31.57,72.85,99.63,0,0
CAT-SIM-EXC-001,2026-01-03 00:00:00,NORMAL,1865.65,81.87,261.97,8.72,43.54,55.57,3.35,1.19,1,1,30.13,69.68,99.62,0,0
CAT-SIM-EXC-001,2026-01-03 00:01:00,NORMAL,1867.54,82.01,275.13,9.29,43.52,64.26,1.17,3.37,1,1,30.65,58.81,100.0,0,0
CAT-SIM-EXC-001,2026-01-03 00:02:00,NORMAL,1852.92,81.65,265.88,8.14,43.49,46.99,4.27,5.18,1,1,30.01,64.38,100.0,0,0
CAT-SIM-EXC-001,2026-01-03 00:03:00,NORMAL,1933.56,81.99,244.12,9.05,43.46,59.24,0.17,1.33,1,1,30.83,68.88,100.0,0,0
CAT-SIM-EXC-001,2026-01-03 00:04:00,NORMAL,1764.65,80.72,259.32,7.36,43.43,34.49,3.25,6.37,1,1,29.61,61.43,99.85,0,0
CAT-SIM-EXC-001,2026-01-03 00:05:00,NORMAL,1781.48,81.0,256.2,8.14,43.42,46.57,4.21,2.57,1,1,29.43,74.5,100.0,0,0
CAT-SIM-EXC-001,2026-01-03 00:06:00,NORMAL,1792.05,79.72,250.31,7.28,43.4,36.78,0.96,1.35,1,1,28.84,71.61,99.68,0,0
CAT-SIM-EXC-001,2026-01-03 00:07:00,NORMAL,1884.51,81.04,258.74,9.61,43.37,65.57,6.0,5.98,1,1,28.91,70.1,100.0,0,0
CAT-SIM-EXC-001,2026-01-03 00:08:00,NORMAL,1711.57,80.3,250.49,7.41,43.35,34.96,0.1,0.34,1,1,30.04,76.14,100.0,0,0
CAT-SIM-EXC-001,2026-01-03 00:09:00,NORMAL,1909.54,80.71,265.86,9.4,43.33,63.96,5.8,7.17,1,1,31.65,63.33,100.0,0,0
CAT-SIM-EXC-001,2026-01-03 00:10:00,NORMAL,1910.96,80.99,263.68,9.12,43.29,61.82,1.23,5.79,1,1,30.05,77.89,99.93,0,0
CAT-SIM-EXC-001,2026-01-03 00:11:00,NORMAL,1855.38,81.69,262.07,9.63,43.27,69.77,3.57,4.93,1,1,29.49,74.81,100.0,0,0
CAT-SIM-EXC-001,2026-01-03 00:12:00,NORMAL,1951.34,81.47,271.57,9.41,43.28,68.86,2.3,1.62,1,1,30.72,82.5,99.03,0,0
CAT-SIM-EXC-001,2026-01-03 00:13:00,NORMAL,1753.4,81.47,255.92,7.75,43.26,42.03,1.93,0.77,1,1,31.02,66.33,100.0,0,0
CAT-SIM-EXC-001,2026-01-03 00:14:00,NORMAL,1742.0,80.29,248.41,6.84,43.22,30.69,2.05,2.54,1,1,30.04,63.08,96.83,0,0
CAT-SIM-EXC-001,2026-01-03 00:15:00,NORMAL,1774.35,79.88,238.89,7.49,43.21,39.24,2.31,1.01,1,1,31.52,48.99,100.0,0,0
CAT-SIM-EXC-001,2026-01-03 00:16:00,NORMAL,1910.78,80.84,261.36,9.17,43.2,59.19,25.69,6.81,1,1,30.64,51.98,96.49,0,0
CAT-SIM-EXC-001,2026-01-03 00:17:00,NORMAL,1805.35,79.37,250.73,7.23,43.17,36.98,12.35,6.39,1,1,30.6,52.28,99.0,0,0
CAT-SIM-EXC-001,2026-01-03 00:18:00,NORMAL,1978.17,81.05,279.79,10.05,43.15,68.99,0.46,7.9,1,1,30.36,66.94,99.67,0,0
CAT-SIM-EXC-001,2026-01-03 00:19:00,NORMAL,1955.19,81.06,259.35,9.46,43.13,67.34,1.98,5.66,1,1,29.86,58.93,100.0,0,0
CAT-SIM-EXC-001,2026-01-03 00:20:00,NORMAL,1908.28,80.66,270.93,9.0,43.12,57.34,2.22,5.55,1,1,30.9,81.38,100.0,0,0
CAT-SIM-EXC-001,2026-01-03 00:21:00,NORMAL,1839.4,80.7,251.67,8.47,43.1,51.19,5.63,2.61,1,1,30.45,46.62,99.89,0,0
CAT-SIM-EXC-001,2026-01-03 00:22:00,NORMAL,1856.24,81.34,273.39,8.91,43.07,58.25,0.48,6.68,1,1,29.43,67.97,99.81,0,0
CAT-SIM-EXC-001,2026-01-03 00:23:00,NORMAL,1809.51,80.96,245.66,7.31,43.06,37.15,3.16,6.99,1,1,31.4,64.88,100.0,0,0
CAT-SIM-EXC-001,2026-01-03 00:24:00,NORMAL,1796.29,80.43,242.83,7.9,43.05,45.56,2.14,4.37,1,1,31.24,51.49,99.81,0,0
CAT-SIM-EXC-001,2026-01-03 00:25:00,NORMAL,1857.28,80.05,258.37,8.73,43.04,50.91,4.35,7.08,1,1,30.82,79.15,99.95,0,0
CAT-SIM-EXC-001,2026-01-03 00:26:00,NORMAL,1747.41,79.49,248.94,7.43,43.02,40.71,1.52,1.9,1,1,30.97,77.44,100.0,0,0
CAT-SIM-EXC-001,2026-01-03 00:27:00,NORMAL,1886.51,80.86,268.7,9.31,42.99,59.85,1.93,4.13,1,1,29.89,64.37,99.91,0,0
CAT-SIM-EXC-001,2026-01-03 00:28:00,NORMAL,1754.52,81.02,250.68,8.0,42.98,43.45,2.25,5.61,1,1,30.36,72.36,98.54,0,0
CAT-SIM-EXC-001,2026-01-03 00:29:00,NORMAL,1776.4,80.42,262.91,7.52,42.96,41.56,1.65,7.53,1,1,30.32,64.2,99.26,0,0
CAT-SIM-EXC-001,2026-01-03 00:30:00,NORMAL,1737.9,80.03,247.76,7.06,42.95,32.18,4.07,5.74,1,1,30.85,52.85,100.0,0,0
CAT-SIM-EXC-001,2026-01-03 00:31:00,NORMAL,1766.71,79.43,236.67,7.13,42.93,31.99,1.04,7.6,1,1,31.22,68.46,98.95,0,0
CAT-SIM-EXC-001,2026-01-03 00:32:00,NORMAL,1965.24,80.24,264.05,9.31,42.92,64.78,2.91,4.16,1,1,31.87,51.28,100.0,0,0
CAT-SIM-EXC-001,2026-01-03 00:33:00,NORMAL,1778.82,79.92,243.84,7.33,42.9,34.69,0.8,1.35,1,1,31.78,83.44,100.0,0,0
CAT-SIM-EXC-001,2026-01-03 00:34:00,NORMAL,1924.61,80.24,261.79,9.46,42.87,64.25,1.3,3.42,1,1,31.5,75.64,100.0,0,0
CAT-SIM-EXC-001,2026-01-03 00:35:00,NORMAL,1784.7,79.21,246.82,7.35,42.85,39.52,4.96,3.01,1,1,31.43,74.31,99.98,0,0
CAT-SIM-EXC-001,2026-01-03 00:36:00,NORMAL,1703.29,78.79,242.65,7.26,42.85,35.09,1.77,0.16,1,1,30.18,53.45,99.9,0,0
CAT-SIM-EXC-001,2026-01-03 00:37:00,NORMAL,1738.11,77.69,246.05,6.68,42.83,30.35,0.78,0.03,1,1,30.3,67.31,98.85,0,0
CAT-SIM-EXC-001,2026-01-03 00:38:00,NORMAL,1949.2,79.23,258.07,9.57,42.8,64.55,1.29,6.76,1,1,30.85,83.92,99.88,0,0
CAT-SIM-EXC-001,2026-01-03 00:39:00,NORMAL,1967.56,79.65,257.31,9.25,42.76,64.41,0.45,1.78,1,1,30.09,66.72,100.0,0,0
CAT-SIM-EXC-001,2026-01-03 00:40:00,NORMAL,1774.4,79.12,248.52,7.27,42.74,37.73,13.33,2.4,1,1,29.82,47.26,99.51,0,0
CAT-SIM-EXC-001,2026-01-03 00:41:00,NORMAL,1733.45,78.41,247.01,7.85,42.71,43.53,10.44,7.06,1,1,31.53,74.52,100.0,0,0
CAT-SIM-EXC-001,2026-01-03 00:42:00,NORMAL,1780.96,79.06,221.91,8.07,42.68,48.0,9.74,2.25,1,1,31.6,58.39,99.82,0,0
CAT-SIM-EXC-001,2026-01-03 00:43:00,NORMAL,1928.99,80.19,264.06,9.59,42.65,62.71,1.66,3.63,1,1,33.17,69.71,100.0,0,0
CAT-SIM-EXC-001,2026-01-03 00:44:00,NORMAL,1957.36,81.07,266.11,9.67,42.62,67.22,2.55,5.7,1,1,32.18,70.82,99.86,0,0
CAT-SIM-EXC-001,2026-01-03 00:45:00,NORMAL,1806.31,80.2,246.61,8.12,42.59,45.1,4.33,0.12,1,1,30.01,74.53,100.0,0,0
CAT-SIM-EXC-001,2026-01-03 00:46:00,NORMAL,1859.94,79.71,251.55,8.46,42.57,53.95,0.15,3.87,1,1,31.8,53.29,100.0,0,0
CAT-SIM-EXC-001,2026-01-03 00:47:00,SAFETY_VIOLATION,1717.24,80.04,214.03,8.31,42.54,49.66,4.93,0.21,0,1,29.91,83.93,92.38,1,0
CAT-SIM-EXC-001,2026-01-03 00:48:00,SAFETY_VIOLATION,1758.6,81.13,232.33,9.28,42.53,67.55,2.38,1.26,0,1,30.66,52.98,93.69,1,0
CAT-SIM-EXC-001,2026-01-03 00:49:00,SAFETY_VIOLATION,1833.3,81.34,219.46,8.68,42.51,57.96,4.08,2.54,0,1,30.73,74.04,91.17,1,0
CAT-SIM-EXC-001,2026-01-03 00:50:00,SAFETY_VIOLATION,1716.88,81.29,238.83,8.72,42.49,59.23,1.58,7.21,0,1,31.4,55.42,93.07,1,0
CAT-SIM-EXC-001,2026-01-03 00:51:00,SAFETY_VIOLATION,1749.84,82.32,219.64,9.6,42.46,69.05,4.22,1.45,0,1,31.03,71.53,90.25,1,0
CAT-SIM-EXC-001,2026-01-03 00:52:00,SAFETY_VIOLATION,1736.14,81.04,224.32,7.57,42.43,40.79,4.3,3.77,0,1,29.92,47.61,90.79,1,0
CAT-SIM-EXC-001,2026-01-03 00:53:00,SAFETY_VIOLATION,1746.96,81.08,245.9,8.81,42.41,59.77,3.48,3.3,0,1,30.49,65.28,92.19,1,0
CAT-SIM-EXC-001,2026-01-03 00:54:00,SAFETY_VIOLATION,1840.41,80.07,254.1,8.56,42.4,53.61,4.45,2.72,0,1,32.15,72.45,91.62,1,0
CAT-SIM-EXC-001,2026-01-03 00:55:00,SAFETY_VIOLATION,1708.85,79.26,222.28,7.16,42.38,33.48,3.17,4.17,0,1,31.19,81.99,92.4,1,0
CAT-SIM-EXC-001,2026-01-03 00:56:00,SAFETY_VIOLATION,1729.04,79.21,237.73,8.35,42.37,51.56,4.65,6.05,0,1,30.08,58.49,92.58,1,0
CAT-SIM-EXC-001,2026-01-03 00:57:00,SAFETY_VIOLATION,1798.34,80.47,227.57,9.43,42.36,66.39,1.25,1.19,0,1,31.44,69.67,90.47,1,0
CAT-SIM-EXC-001,2026-01-03 00:58:00,SAFETY_VIOLATION,1775.95,80.56,229.75,9.03,42.34,60.72,3.75,4.06,0,1,31.7,60.33,93.34,1,0
CAT-SIM-EXC-001,2026-01-03 00:59:00,SAFETY_VIOLATION,1764.44,80.34,217.68,8.2,42.3,49.21,2.44,1.19,0,1,32.2,67.42,92.6,1,0
CAT-SIM-EXC-001,2026-01-03 01:00:00,SAFETY_VIOLATION,1790.04,80.3,217.16,7.78,42.26,40.35,2.42,0.19,0,1,30.99,81.71,90.62,1,0
CAT-SIM-EXC-001,2026-01-03 01:01:00,SAFETY_VIOLATION,1721.85,80.05,223.1,7.79,42.24,43.01,1.94,4.45,0,1,31.11,79.29,93.11,1,0
CAT-SIM-EXC-001,2026-01-03 01:02:00,SAFETY_VIOLATION,1633.35,81.07,241.6,9.26,42.22,64.72,3.34,1.61,0,1,32.04,56.54,91.15,1,0
CAT-SIM-EXC-001,2026-01-03 01:03:00,SAFETY_VIOLATION,1822.76,79.93,233.54,7.3,42.2,34.35,2.04,5.33,0,1,31.3,84.22,91.86,1,0
CAT-SIM-EXC-001,2026-01-03 01:04:00,SAFETY_VIOLATION,1811.09,80.99,213.73,9.29,42.18,60.54,1.33,2.35,0,1,32.02,62.37,93.26,1,0
CAT-SIM-EXC-001,2026-01-03 01:05:00,SAFETY_VIOLATION,1628.52,80.38,229.98,7.17,42.17,37.02,1.45,4.51,0,1,31.13,81.51,92.49,1,0
CAT-SIM-EXC-001,2026-01-03 01:06:00,SAFETY_VIOLATION,1860.76,81.32,219.5,9.65,42.14,63.67,1.53,5.35,0,1,32.03,69.41,91.09,1,0
CAT-SIM-EXC-001,2026-01-03 01:07:00,SAFETY_VIOLATION,1920.35,80.8,240.18,7.46,42.13,37.03,0.57,7.94,0,1,29.47,57.64,91.67,1,0
CAT-SIM-EXC-001,2026-01-03 01:08:00,SAFETY_VIOLATION,1754.61,81.96,228.89,8.88,42.1,64.09,4.37,3.81,0,1,31.51,53.16,92.68,1,0
CAT-SIM-EXC-001,2026-01-03 01:09:00,SAFETY_VIOLATION,1760.52,81.42,228.77,8.16,42.08,45.54,4.26,3.29,0,1,32.14,81.64,91.34,1,0
CAT-SIM-EXC-001,2026-01-03 01:10:00,SAFETY_VIOLATION,1678.28,80.96,223.02,7.4,42.05,36.87,2.28,4.63,0,1,31.74,84.83,92.01,1,0
CAT-SIM-EXC-001,2026-01-03 01:11:00,SAFETY_VIOLATION,1727.58,82.0,238.53,9.42,42.02,67.91,0.57,3.6,0,1,29.68,56.38,92.78,1,0
CAT-SIM-EXC-001,2026-01-03 01:12:00,SAFETY_VIOLATION,1692.35,81.84,221.92,8.19,42.0,50.08,4.49,1.91,0,1,32.73,74.61,91.4,1,0
CAT-SIM-EXC-001,2026-01-03 01:13:00,SAFETY_VIOLATION,1710.52,81.78,230.67,7.46,41.97,36.16,0.7,5.37,0,1,31.15,61.73,92.56,1,0
CAT-SIM-EXC-001,2026-01-03 01:14:00,SAFETY_VIOLATION,1768.0,81.63,225.12,8.46,41.95,49.99,1.95,6.59,0,1,32.12,66.21,93.63,1,0
CAT-SIM-EXC-001,2026-01-03 01:15:00,NORMAL,1855.07,81.04,250.56,7.97,41.91,44.7,9.1,3.74,1,1,31.66,84.52,100.0,0,0
CAT-SIM-EXC-001,2026-01-03 01:16:00,NORMAL,1821.31,80.58,264.78,8.86,41.87,58.69,6.77,2.6,1,1,31.09,54.91,99.5,0,0
CAT-SIM-EXC-001,2026-01-03 01:17:00,NORMAL,1821.82,79.73,251.34,7.98,41.84,46.38,0.75,0.98,1,1,33.24,75.73,99.58,0,0
CAT-SIM-EXC-001,2026-01-03 01:18:00,NORMAL,1726.45,78.97,235.47,6.68,41.8,30.11,0.56,7.78,1,1,32.54,84.29,100.0,0,0
CAT-SIM-EXC-001,2026-01-03 01:19:00,NORMAL,1873.59,80.06,271.23,9.09,41.78,58.01,1.23,2.62,1,1,32.21,46.5,98.28,0,0
